batch_id,supplier_batch_label,supplier_id,part_id,quantity,manufacture_date,qc_pass_rate,weight_mean_g,weight_std_g,lead_time_days,batch_cost_usd,is_anomalous,anomaly_type,production_shift,operator_id,temperature_c,humidity_pct,material_lot,inspection_level,storage_location
BATCH-005497,B145897,SUPP-026,PART-023,4134,2024-07-13T00:00:00,0.65,20466.769,3.96,60,9127873.59,True,material_defect,day,OP-088,24.026139388798278,64.74358672416933,MAT-8518,Standard,WH-B-14
BATCH-005498,B724598,SUPP-026,PART-023,2009,2024-06-03T00:00:00,0.8918,22056.237,2.16,63,4295850.21,False,none,day,OP-072,24.51479703425386,55.055624339304345,MAT-7709,Standard,WH-C-19
BATCH-005499,B696409,SUPP-026,PART-023,4747,2024-02-10T00:00:00,0.8888,22030.05,1.352,44,10564931.94,False,none,evening,OP-009,24.23699683693826,47.84330309158271,MAT-9367,Reduced,WH-B-15
BATCH-005500,B374210,SUPP-026,PART-023,3036,2024-11-17T00:00:00,0.8995,22023.564,2.925,62,6971772.8,False,none,day,OP-017,23.68145344022421,69.11912472488154,MAT-6953,Standard,WH-C-15
BATCH-005501,B255692,SUPP-026,PART-023,2982,2023-10-20T00:00:00,0.9218,21974.104,3.31,53,6754452.7,False,none,evening,OP-005,21.772494500056183,67.97628586741658,MAT-3831,Standard,WH-B-38
BATCH-005502,B122896,SUPP-026,PART-023,2827,2023-07-07T00:00:00,0.9044,22069.526,2.569,51,6101905.69,False,none,night,OP-001,21.128922077693165,53.16732483427122,MAT-8656,Standard,WH-A-40
BATCH-005503,B653105,SUPP-026,PART-023,4503,2023-01-24T00:00:00,0.9046,21993.135,3.729,63,9502868.4,False,none,day,OP-030,18.118280689189447,52.152914942056185,MAT-6575,Enhanced,WH-B-01
BATCH-005504,B835293,SUPP-026,PART-023,3356,2024-10-20T00:00:00,0.8796,22020.868,3.884,61,7285460.24,False,none,night,OP-026,24.37345486395356,68.33568831466918,MAT-2989,Standard,WH-A-23
BATCH-005505,B159690,SUPP-026,PART-023,3078,2024-07-26T00:00:00,0.8864,21911.75,3.111,44,7071578.15,False,none,day,OP-032,21.308314176458662,41.4680391419367,MAT-1919,Reduced,WH-B-18
BATCH-005506,B931381,SUPP-026,PART-023,3292,2024-03-17T00:00:00,0.9186,21973.026,3.376,47,6936922.16,False,none,night,OP-025,23.682024382522552,68.46469402396215,MAT-7859,Standard,WH-A-44
BATCH-005507,B534077,SUPP-026,PART-023,4484,2024-01-11T00:00:00,0.9179,21902.785,1.109,60,9436232.6,False,none,evening,OP-084,22.96629143018773,49.84573879002724,MAT-6947,Standard,WH-A-17
BATCH-005508,B173453,SUPP-026,PART-023,2711,2024-05-03T00:00:00,0.676,22190.116,1.785,47,6273520.23,True,quality_degradation,night,OP-033,24.842989242698376,55.35518336932892,MAT-2910,Enhanced,WH-B-44
BATCH-005509,B553719,SUPP-026,PART-023,2086,2022-12-14T00:00:00,0.8963,21862.182,2.301,51,4399495.25,False,none,evening,OP-048,18.062566109542043,50.62508659192565,MAT-1009,Reduced,WH-A-20
BATCH-005510,B744332,SUPP-026,PART-023,3417,2024-07-07T00:00:00,0.65,21693.586,3.632,55,7323406.47,True,quality_degradation,evening,OP-071,23.82354289647722,62.925535903582315,MAT-1808,Standard,WH-A-19
BATCH-005511,B593045,SUPP-026,PART-023,3113,2024-01-02T00:00:00,0.8738,22005.436,3.199,46,7109249.84,False,none,day,OP-027,24.411310969635217,66.67370603640535,MAT-6457,Standard,WH-A-18
BATCH-005512,B643447,SUPP-026,PART-024,4982,2024-07-21T00:00:00,0.9259,848.374,2.157,63,6792483.11,False,none,night,OP-055,22.91116182974912,62.12218637033753,MAT-9725,Standard,WH-A-24
BATCH-005513,B553021,SUPP-026,PART-024,1668,2024-05-15T00:00:00,0.8943,851.635,2.976,60,2113793.89,False,none,evening,OP-054,20.768514710313845,40.056720565569535,MAT-6693,Standard,WH-A-17
BATCH-005514,B126787,SUPP-026,PART-024,1969,2024-01-26T00:00:00,0.9354,845.648,2.932,58,2672254.6,False,none,evening,OP-041,24.004290041836853,64.8775415954817,MAT-6770,Reduced,WH-C-17
BATCH-005515,B987044,SUPP-026,PART-024,4638,2024-04-10T00:00:00,0.949,852.35,2.838,50,6065036.11,False,none,evening,OP-060,24.467734088075712,60.419215082082516,MAT-2599,Enhanced,WH-C-47
BATCH-005516,B477891,SUPP-026,PART-024,2476,2023-10-05T00:00:00,0.935,843.557,3.49,55,3126127.31,False,none,day,OP-055,23.107126427879866,69.93430387550532,MAT-8919,Enhanced,WH-B-39
BATCH-005517,B445279,SUPP-026,PART-024,4587,2024-02-03T00:00:00,0.9038,858.16,3.317,63,6161235.06,False,none,night,OP-007,19.123660078317556,68.48092021392733,MAT-2018,Reduced,WH-C-47
BATCH-005518,B659579,SUPP-026,PART-024,1655,2023-11-23T00:00:00,0.9094,848.67,3.75,61,2131742.88,False,none,day,OP-025,22.867655082961218,63.18288116173489,MAT-8459,Enhanced,WH-B-11
BATCH-005519,B879603,SUPP-026,PART-024,2883,2023-10-22T00:00:00,0.7409,806.323,0.88,54,3696774.25,True,timing_issue,day,OP-096,19.04255261904354,47.69174258949795,MAT-6838,Enhanced,WH-B-40
BATCH-005520,B941969,SUPP-026,PART-024,2661,2023-12-02T00:00:00,0.9484,851.39,2.617,55,3437429.63,False,none,evening,OP-034,22.179297271839243,65.2962407984537,MAT-5125,Standard,WH-A-06
BATCH-005521,B476492,SUPP-026,PART-024,3236,2023-05-28T00:00:00,0.9196,846.733,2.63,47,4475044.85,False,none,day,OP-057,18.067315956915717,68.3552459209671,MAT-4956,Standard,WH-B-45
BATCH-005522,B326477,SUPP-026,PART-024,2465,2023-12-29T00:00:00,0.9176,851.154,2.799,57,3255260.81,False,none,evening,OP-076,18.909978860092906,49.937463627770775,MAT-4002,Standard,WH-B-32
BATCH-005523,B539716,SUPP-026,PART-024,2130,2022-12-01T00:00:00,0.9215,856.469,1.108,54,2722631.78,False,none,day,OP-082,21.268163042737946,41.496726212512975,MAT-9896,Standard,WH-C-19
BATCH-005524,B471531,SUPP-026,PART-024,3197,2023-02-28T00:00:00,0.939,847.059,2.728,48,4260757.87,False,none,evening,OP-072,20.84725434141716,46.64548001354834,MAT-3559,Enhanced,WH-A-15
BATCH-005525,B484347,SUPP-026,PART-024,1501,2023-10-05T00:00:00,0.8972,849.129,2.439,47,2005407.73,False,none,night,OP-095,23.114664293889845,59.73885593244832,MAT-9688,Standard,WH-C-11
BATCH-005526,B114980,SUPP-026,PART-024,4628,2022-11-29T00:00:00,0.9439,853.086,1.922,56,6322480.59,False,none,night,OP-071,23.63454115158396,58.30808653549683,MAT-4940,Standard,WH-C-42
BATCH-005527,B441058,SUPP-026,PART-024,3734,2023-08-25T00:00:00,0.9437,847.663,3.594,59,4909650.03,False,none,day,OP-038,23.773906300781185,46.36158509890884,MAT-1745,Enhanced,WH-A-23
BATCH-005528,B113219,SUPP-026,PART-024,2620,2023-07-25T00:00:00,0.9412,847.158,1.688,46,3377630.99,False,none,day,OP-089,22.342945324797494,69.84793568810059,MAT-3236,Standard,WH-A-02
BATCH-005529,B672314,SUPP-026,PART-024,2501,2024-06-05T00:00:00,0.9319,856.77,2.218,54,3397218.87,False,none,day,OP-026,21.52877732288575,44.81946796750873,MAT-3415,Standard,WH-A-19
BATCH-005530,B921730,SUPP-026,PART-024,3489,2024-01-08T00:00:00,0.929,843.757,2.415,52,4410610.25,False,none,day,OP-077,24.56214818469023,61.69748941688328,MAT-2223,Enhanced,WH-A-07
BATCH-005531,B678760,SUPP-026,PART-024,4633,2024-07-14T00:00:00,0.9241,843.456,3.442,64,6326502.79,False,none,day,OP-027,23.74570079309467,45.0958506536822,MAT-7862,Standard,WH-B-45
BATCH-005532,B133951,SUPP-026,PART-024,4056,2024-07-24T00:00:00,0.8914,842.061,3.257,62,5639506.97,False,none,night,OP-024,24.929632911398265,68.46929535635988,MAT-6965,Standard,WH-B-28
BATCH-005533,B157035,SUPP-026,PART-024,2415,2024-05-15T00:00:00,0.9203,840.931,1.142,57,3249028.69,False,none,night,OP-033,18.538779489504424,50.12155472179377,MAT-7068,Standard,WH-B-23
BATCH-005534,B737595,SUPP-026,PART-024,2117,2024-11-16T00:00:00,0.9272,856.55,3.274,62,2812366.13,False,none,day,OP-037,23.478182087393552,46.47723777905408,MAT-2905,Standard,WH-C-38
BATCH-005535,B214237,SUPP-026,PART-024,3278,2022-09-04T00:00:00,0.9332,846.338,3.871,48,4394807.59,False,none,night,OP-070,20.49792000749408,52.309200426661526,MAT-1769,Standard,WH-A-32
BATCH-005536,B285561,SUPP-026,PART-024,4322,2023-01-26T00:00:00,0.918,855.69,0.639,56,5650673.04,False,none,evening,OP-076,20.302701428024363,59.20614370406308,MAT-1675,Standard,WH-C-47
BATCH-005537,B305267,SUPP-026,PART-024,3198,2023-04-14T00:00:00,0.9102,843.129,1.171,56,4322523.22,False,none,day,OP-036,21.988280948872564,43.8723289871295,MAT-3975,Standard,WH-A-17
BATCH-005538,B752727,SUPP-026,PART-024,4683,2024-07-01T00:00:00,0.9452,855.207,1.993,60,6256710.77,False,none,evening,OP-004,22.914456372372644,41.40715628734311,MAT-4666,Enhanced,WH-C-01
BATCH-005539,B487719,SUPP-026,PART-025,4588,2024-07-16T00:00:00,0.9094,1203.36,2.996,44,5222440.35,False,none,day,OP-069,21.276004120423487,42.94848293977952,MAT-4407,Standard,WH-A-36
BATCH-005540,B119867,SUPP-026,PART-025,2138,2024-07-04T00:00:00,0.9122,1206.052,0.914,49,2614712.57,False,none,evening,OP-013,21.334631795116987,53.602564577014824,MAT-2575,Standard,WH-C-39
BATCH-005541,B201146,SUPP-026,PART-025,3084,2024-09-26T00:00:00,0.9041,1196.853,3.668,57,3801428.27,False,none,night,OP-057,20.4354889146245,66.80757403378692,MAT-4085,Standard,WH-C-48
BATCH-005542,B688808,SUPP-026,PART-025,4435,2024-05-13T00:00:00,0.8806,1201.531,1.245,64,5289113.31,False,none,day,OP-031,24.44211773400056,49.3419776300174,MAT-9480,Standard,WH-C-22
BATCH-005543,B148343,SUPP-026,PART-025,2686,2023-10-11T00:00:00,0.8648,1185.374,0.718,51,3043794.48,False,none,evening,OP-014,19.136697627645777,55.61229129006353,MAT-7419,Standard,WH-C-25
BATCH-005544,B143232,SUPP-026,PART-025,3316,2022-12-31T00:00:00,0.9099,1199.0,3.98,51,3823660.34,False,none,day,OP-089,22.697038239373796,54.55576638523462,MAT-9071,Reduced,WH-C-43
BATCH-005545,B282868,SUPP-026,PART-025,4251,2023-11-03T00:00:00,0.8934,1202.748,0.952,58,4979126.18,False,none,day,OP-027,19.777608436685878,58.66570366254479,MAT-2625,Standard,WH-B-45
BATCH-005546,B187999,SUPP-026,PART-025,3408,2024-05-15T00:00:00,0.8654,1201.194,2.37,59,4075949.3,False,none,evening,OP-001,22.779597284732823,44.41450598247575,MAT-2454,Standard,WH-C-11
BATCH-005547,B274380,SUPP-026,PART-025,2697,2024-05-28T00:00:00,0.9223,1209.491,2.732,44,3185195.06,False,none,day,OP-088,22.360954286107116,48.607206094051236,MAT-1397,Standard,WH-C-10
BATCH-005548,B931140,SUPP-026,PART-025,4945,2022-11-27T00:00:00,0.865,1206.072,3.552,62,5563028.45,False,none,day,OP-043,19.770472413002878,58.125097569207654,MAT-6846,Enhanced,WH-C-09
BATCH-005549,B266007,SUPP-026,PART-025,3755,2024-07-09T00:00:00,0.8696,1207.311,2.662,49,4194348.22,False,none,evening,OP-013,22.521783817843158,60.51950033213458,MAT-3611,Standard,WH-B-33
BATCH-005550,B469588,SUPP-026,PART-025,1721,2023-10-07T00:00:00,0.8737,1203.646,3.14,45,1964112.13,False,none,night,OP-007,18.686072617762456,42.97908157600116,MAT-5278,Standard,WH-B-21
BATCH-005551,B613932,SUPP-026,PART-025,1899,2023-12-10T00:00:00,0.9058,1200.473,1.058,50,2177345.41,False,none,night,OP-058,20.42925735067708,50.08375059192946,MAT-3496,Enhanced,WH-A-21
BATCH-005552,B624802,SUPP-026,PART-025,4598,2022-09-27T00:00:00,0.8716,1198.997,2.911,54,5271824.07,False,none,evening,OP-085,19.414816905750868,68.05853129507116,MAT-8958,Standard,WH-B-10
BATCH-005553,B409754,SUPP-026,PART-025,4784,2023-04-10T00:00:00,0.9122,1208.903,0.751,59,5731288.99,False,none,night,OP-050,18.424683946569107,63.19167469905226,MAT-8177,Standard,WH-A-45
BATCH-005554,B223989,SUPP-026,PART-025,2278,2024-01-08T00:00:00,0.65,1274.027,1.807,64,2746733.15,True,material_defect,day,OP-087,19.914788364083886,52.545484953957995,MAT-5245,Enhanced,WH-C-24
BATCH-005555,B329965,SUPP-026,PART-025,2040,2022-12-28T00:00:00,0.9013,1202.274,1.259,58,2415446.73,False,none,day,OP-072,20.432204675796758,65.37638785450994,MAT-6193,Standard,WH-A-33
BATCH-005556,B309501,SUPP-026,PART-025,2876,2023-11-06T00:00:00,0.9021,1204.664,2.688,52,3482258.96,False,none,evening,OP-060,19.52571356358674,54.944678413781375,MAT-9863,Standard,WH-A-18
BATCH-005557,B453688,SUPP-026,PART-025,4024,2022-12-20T00:00:00,0.9045,1197.372,3.17,47,4706227.85,False,none,evening,OP-077,21.169312594466987,47.02645692458664,MAT-3137,Standard,WH-C-20
BATCH-005558,B431704,SUPP-026,PART-025,2776,2023-11-21T00:00:00,0.905,1204.23,3.849,48,3282252.81,False,none,day,OP-069,23.20623665114388,47.609680642220646,MAT-4972,Standard,WH-B-02
BATCH-005559,B763419,SUPP-026,PART-025,3147,2023-12-12T00:00:00,0.9187,1196.87,3.755,63,3606524.44,False,none,night,OP-012,24.563318264917207,63.09615560805379,MAT-7201,Standard,WH-B-24
BATCH-005560,B976432,SUPP-026,PART-025,2277,2024-02-03T00:00:00,0.9044,1199.188,3.331,60,2711629.93,False,none,day,OP-054,22.043899605364803,60.85033552334927,MAT-7019,Enhanced,WH-C-41
BATCH-005561,B248085,SUPP-026,PART-025,2613,2023-06-15T00:00:00,0.8985,1196.272,1.277,56,3149723.71,False,none,evening,OP-059,22.609884111392944,40.94077206100819,MAT-2252,Standard,WH-A-31
BATCH-005562,B124759,SUPP-026,PART-017,1797,2024-06-26T00:00:00,0.8388,955.554,1.03,54,1563820.15,False,none,evening,OP-071,24.397637198568972,64.9265456447549,MAT-7416,Standard,WH-B-36
BATCH-005563,B264831,SUPP-026,PART-017,2638,2023-03-11T00:00:00,0.8131,950.314,2.052,46,2316919.16,False,none,evening,OP-092,21.132129036654096,68.58238368535667,MAT-8005,Standard,WH-B-49
BATCH-005564,B274128,SUPP-026,PART-017,2373,2024-07-02T00:00:00,0.8502,951.921,2.735,52,2108209.98,False,none,night,OP-027,19.97598013646443,42.80919347543876,MAT-1520,Enhanced,WH-C-18
BATCH-005565,B723479,SUPP-026,PART-017,2362,2024-05-05T00:00:00,0.8499,946.019,1.231,64,2136771.9,False,none,day,OP-043,22.518387399647168,46.42431354246541,MAT-4223,Standard,WH-A-15
BATCH-005566,B392521,SUPP-026,PART-017,4269,2024-08-17T00:00:00,0.8153,943.466,2.993,45,3781796.58,False,none,night,OP-007,24.827277613624517,46.19266829591825,MAT-3623,Standard,WH-A-06
BATCH-005567,B667051,SUPP-026,PART-017,3458,2024-07-28T00:00:00,0.8166,945.077,3.564,64,3159409.27,False,none,evening,OP-054,19.01040164376263,62.58720251026262,MAT-4075,Standard,WH-C-15
BATCH-005568,B806326,SUPP-026,PART-017,1894,2022-11-05T00:00:00,0.8619,957.365,3.34,59,1777279.81,False,none,day,OP-002,23.21219523535939,52.905295903392485,MAT-7189,Standard,WH-B-40
BATCH-005569,B404446,SUPP-026,PART-017,2298,2024-06-03T00:00:00,0.8454,957.486,2.458,52,2047680.6,False,none,night,OP-051,21.66814805456176,65.0778071639173,MAT-6230,Standard,WH-A-32
BATCH-005570,B897397,SUPP-026,PART-017,4816,2023-12-08T00:00:00,0.8343,949.606,3.848,61,4548231.77,False,none,evening,OP-056,19.294875908197742,44.66323502286878,MAT-7118,Standard,WH-A-33
BATCH-005571,B341661,SUPP-026,PART-017,2411,2024-03-03T00:00:00,0.8183,950.523,1.644,58,2180985.12,False,none,night,OP-005,21.399055277973737,42.45960536979006,MAT-1491,Standard,WH-B-12
BATCH-005572,B338223,SUPP-026,PART-017,4020,2023-07-01T00:00:00,0.833,953.379,2.358,56,3787677.77,False,none,day,OP-015,20.656972205243925,55.222052022101316,MAT-2304,Standard,WH-B-38
BATCH-005573,B144381,SUPP-026,PART-017,3863,2024-08-18T00:00:00,0.8435,937.712,3.075,62,3417093.56,False,none,night,OP-046,20.013747375466274,69.69362633525674,MAT-9082,Enhanced,WH-C-49
BATCH-005574,B693569,SUPP-026,PART-017,3315,2024-09-07T00:00:00,0.8193,947.13,3.938,55,3092324.51,False,none,night,OP-093,21.546496127324385,67.71761904661173,MAT-2119,Standard,WH-B-39
BATCH-005575,B371384,SUPP-026,PART-017,4494,2024-05-22T00:00:00,0.8563,945.959,2.324,62,4015834.78,False,none,night,OP-042,21.692960564763457,65.01969986537848,MAT-2186,Enhanced,WH-A-11
BATCH-005576,B174137,SUPP-026,PART-017,3749,2024-06-16T00:00:00,0.8467,952.0,3.733,55,3403272.27,False,none,evening,OP-051,22.701130230795265,56.1588773258141,MAT-8925,Standard,WH-C-01
BATCH-005577,B214620,SUPP-026,PART-017,3450,2023-12-18T00:00:00,0.8543,944.305,2.004,56,3013519.54,False,none,day,OP-072,19.429214596307833,53.33751036424036,MAT-2238,Enhanced,WH-B-19
BATCH-005578,B416567,SUPP-026,PART-017,4307,2022-11-14T00:00:00,0.65,968.964,4.259,59,3771666.95,True,quality_degradation,night,OP-020,23.83491396459873,41.778908423917706,MAT-3450,Enhanced,WH-C-32
BATCH-005579,B858934,SUPP-026,PART-017,4987,2024-03-30T00:00:00,0.683,881.806,5.514,61,4276781.33,True,process_deviation,evening,OP-008,21.385817665208197,51.60977689359099,MAT-9654,Standard,WH-B-09
BATCH-005580,B634849,SUPP-026,PART-017,1635,2023-12-12T00:00:00,0.65,998.247,5.75,46,1464971.62,True,quality_degradation,evening,OP-090,20.235172729788637,67.84072806612534,MAT-6509,Enhanced,WH-B-23
BATCH-005581,B657807,SUPP-026,PART-017,1587,2023-10-18T00:00:00,0.8453,950.136,3.155,59,1395685.59,False,none,day,OP-062,20.918968789943733,51.05681303023212,MAT-9536,Standard,WH-A-23
BATCH-005582,B844474,SUPP-026,PART-017,5008,2024-01-29T00:00:00,0.8633,944.503,1.446,55,4570884.1,False,none,night,OP-051,19.556988569420245,59.92675118967574,MAT-3152,Reduced,WH-C-11
BATCH-005583,B391554,SUPP-026,PART-017,3812,2024-06-04T00:00:00,0.845,961.558,1.779,57,3500805.8,False,none,day,OP-083,20.453400662076813,47.18013231436211,MAT-4121,Standard,WH-A-02
BATCH-005584,B332240,SUPP-026,PART-017,2387,2023-05-31T00:00:00,0.8528,954.117,1.513,59,2250077.63,False,none,evening,OP-076,22.824751532877535,47.683569959659756,MAT-2618,Standard,WH-C-02
BATCH-005585,B894566,SUPP-026,PART-017,3889,2024-09-24T00:00:00,0.8384,943.942,0.94,46,3656157.81,False,none,day,OP-064,18.84811545203246,43.558927836033035,MAT-5056,Standard,WH-A-02
BATCH-005586,B758427,SUPP-026,PART-017,4910,2024-07-01T00:00:00,0.8195,957.388,1.806,51,4255381.78,False,none,night,OP-054,22.184485414229282,49.1477797637084,MAT-5575,Standard,WH-A-25
BATCH-005587,B791042,SUPP-026,PART-017,5071,2023-05-22T00:00:00,0.8148,957.402,2.178,51,4667243.25,False,none,day,OP-039,22.036192421971904,41.193210267939506,MAT-7976,Enhanced,WH-B-25
BATCH-005588,B225345,SUPP-026,PART-001,3230,2023-06-18T00:00:00,0.8305,85760.38,2.743,62,4322260.89,False,none,night,OP-040,22.246468917670114,50.15474750213713,MAT-5332,Standard,WH-B-49
BATCH-005589,B919553,SUPP-026,PART-001,4175,2024-06-14T00:00:00,0.8258,85390.019,3.73,45,5765033.52,False,none,day,OP-022,23.227001292100297,60.25351778499808,MAT-1267,Standard,WH-A-28
BATCH-005590,B922944,SUPP-026,PART-001,3089,2023-05-29T00:00:00,0.8069,85844.973,3.331,45,4430496.51,False,none,day,OP-043,21.194512971408713,69.61965933158694,MAT-4806,Standard,WH-C-27
BATCH-005591,B932522,SUPP-026,PART-001,2272,2024-01-17T00:00:00,0.6688,91704.593,4.813,47,3285046.44,True,process_deviation,night,OP-082,22.26233449438158,43.21624097724664,MAT-3790,Standard,WH-A-02
BATCH-005592,B951755,SUPP-026,PART-001,2178,2023-11-04T00:00:00,0.8071,85082.05,3.38,58,2940242.0,False,none,night,OP-042,24.16079203959245,40.89816070992515,MAT-9275,Standard,WH-B-16
BATCH-005593,B306034,SUPP-026,PART-001,4924,2024-01-09T00:00:00,0.8312,85245.903,2.758,55,6729019.98,False,none,day,OP-076,24.32170955538787,40.29303465796815,MAT-6302,Standard,WH-C-06
BATCH-005594,B885693,SUPP-026,PART-001,4047,2024-03-11T00:00:00,0.8099,84944.765,3.315,63,5442731.73,False,none,night,OP-091,22.509433905362833,64.60977103198377,MAT-7783,Standard,WH-B-29
BATCH-005595,B981711,SUPP-026,PART-001,2003,2023-08-02T00:00:00,0.8375,85061.899,0.553,46,2703362.09,False,none,day,OP-015,18.696766160977482,40.14925617912207,MAT-4916,Standard,WH-A-34
BATCH-005596,B573918,SUPP-026,PART-001,1952,2024-02-02T00:00:00,0.812,85331.922,3.424,53,2611593.78,False,none,evening,OP-008,22.106039264554916,57.52369444714179,MAT-9941,Standard,WH-C-03
BATCH-005597,B948199,SUPP-026,PART-001,3235,2023-04-01T00:00:00,0.8487,85055.337,3.457,62,4382666.54,False,none,day,OP-051,18.895589449052437,68.4030838566883,MAT-1983,Standard,WH-B-49
BATCH-005598,B236777,SUPP-026,PART-001,4950,2024-01-04T00:00:00,0.819,84521.005,1.808,58,6630864.18,False,none,night,OP-006,23.948185951066407,62.542491720351634,MAT-6670,Standard,WH-B-07
BATCH-005599,B254986,SUPP-026,PART-001,3920,2023-09-26T00:00:00,0.8468,85429.643,2.816,60,5404006.89,False,none,day,OP-023,22.18294777356506,54.0382768796588,MAT-6230,Standard,WH-A-37
BATCH-005600,B254983,SUPP-026,PART-001,3814,2023-11-03T00:00:00,0.8602,85183.275,3.407,63,5109799.33,False,none,night,OP-088,19.035974490838065,48.78282513562437,MAT-2786,Standard,WH-B-23
BATCH-005601,B353346,SUPP-026,PART-001,2490,2023-08-08T00:00:00,0.8285,85535.138,3.47,47,3389175.36,False,none,day,OP-072,23.962849923873524,47.651562100356216,MAT-1655,Reduced,WH-C-22
BATCH-005602,B687885,SUPP-026,PART-001,4000,2024-02-23T00:00:00,0.8287,84289.362,0.915,62,5451341.02,False,none,day,OP-074,19.583236604661757,66.84711049278495,MAT-8929,Standard,WH-A-43
BATCH-005603,B685701,SUPP-026,PART-001,3761,2023-12-12T00:00:00,0.8126,84840.693,2.388,48,4954869.83,False,none,evening,OP-088,23.26284084841004,41.661326667893405,MAT-9009,Enhanced,WH-C-02
BATCH-005604,B593669,SUPP-026,PART-001,1827,2024-04-26T00:00:00,0.8345,84561.67,3.221,63,2466175.37,False,none,evening,OP-060,24.367572992395804,41.87507476555502,MAT-3617,Standard,WH-C-20
BATCH-005605,B299095,SUPP-026,PART-001,2397,2024-02-25T00:00:00,0.8303,85442.771,3.783,61,3213301.99,False,none,evening,OP-063,24.176869631256512,43.76771515019155,MAT-5059,Enhanced,WH-B-27
BATCH-005606,B425749,SUPP-026,PART-001,2449,2024-03-24T00:00:00,0.8519,85498.068,0.677,45,3457070.65,False,none,day,OP-094,24.133556799067488,49.53217329584673,MAT-3191,Standard,WH-A-39
BATCH-005607,B513176,SUPP-026,PART-001,4880,2024-05-19T00:00:00,0.8465,85495.095,2.61,61,6711151.04,False,none,evening,OP-069,23.04491169258027,54.94726748976088,MAT-7632,Standard,WH-A-40
BATCH-005608,B899954,SUPP-026,PART-020,4536,2023-05-03T00:00:00,0.8569,5171.919,1.784,54,15137469.53,False,none,day,OP-066,23.190886515786787,69.49047718222843,MAT-1438,Standard,WH-C-27
BATCH-005609,B827158,SUPP-026,PART-020,3258,2023-08-23T00:00:00,0.8493,5185.006,0.637,63,10868275.6,False,none,night,OP-065,24.43546175355216,45.01567603072393,MAT-6978,Enhanced,WH-A-20
BATCH-005610,B105975,SUPP-026,PART-020,4491,2023-06-01T00:00:00,0.8862,5224.443,2.65,53,14837192.79,False,none,night,OP-019,21.569308872648012,50.284237228280766,MAT-2072,Standard,WH-C-28
BATCH-005611,B645741,SUPP-026,PART-020,2811,2024-07-14T00:00:00,0.8866,5141.953,1.253,57,9294736.7,False,none,day,OP-065,23.923192512744652,54.719133426541916,MAT-2580,Standard,WH-B-09
BATCH-005612,B586226,SUPP-026,PART-020,4155,2023-06-04T00:00:00,0.8661,5203.65,0.654,52,13468226.33,False,none,evening,OP-093,19.788977180486835,47.7958794474936,MAT-1269,Enhanced,WH-B-49
BATCH-005613,B421214,SUPP-026,PART-020,2828,2024-01-29T00:00:00,0.8713,5194.07,2.603,62,9635358.62,False,none,night,OP-039,23.051586194214785,60.33670467020714,MAT-5396,Standard,WH-C-19
BATCH-005614,B119392,SUPP-026,PART-020,2616,2022-12-29T00:00:00,0.8842,5235.353,2.051,46,8222681.51,False,none,day,OP-026,24.36039538481814,41.52036740693804,MAT-2076,Standard,WH-C-18
BATCH-005615,B473295,SUPP-026,PART-020,3560,2023-04-11T00:00:00,0.8632,5167.667,2.986,51,11287718.96,False,none,day,OP-004,21.048683195695357,64.13343727908375,MAT-9228,Enhanced,WH-C-12
BATCH-005616,B694239,SUPP-026,PART-020,3182,2024-01-28T00:00:00,0.8493,5201.812,2.26,60,10516345.56,False,none,evening,OP-015,21.666766891408532,59.7026433284984,MAT-4450,Standard,WH-B-32
BATCH-005617,B975023,SUPP-026,PART-020,4874,2023-12-04T00:00:00,0.8459,5219.02,2.007,59,16381918.97,False,none,night,OP-058,21.02637042195162,43.38807199372328,MAT-8915,Enhanced,WH-B-41
BATCH-005618,B829205,SUPP-026,PART-020,2439,2023-04-12T00:00:00,0.8717,5206.139,0.583,55,8405798.97,False,none,evening,OP-026,19.277995932980332,43.67897082411651,MAT-1385,Standard,WH-B-04
BATCH-005619,B647060,SUPP-026,PART-020,1832,2024-03-21T00:00:00,0.8748,5219.402,1.153,62,6008074.94,False,none,day,OP-094,21.09400268125052,61.531198083687734,MAT-8085,Standard,WH-B-03
BATCH-005620,B657940,SUPP-026,PART-020,3717,2024-04-04T00:00:00,0.8588,5228.171,2.348,59,12303473.95,False,none,night,OP-047,22.177833100417008,50.14704029510339,MAT-2122,Standard,WH-C-48
BATCH-005621,B536272,SUPP-026,PART-020,4151,2024-06-25T00:00:00,0.8403,5212.047,2.75,57,13383687.65,False,none,evening,OP-015,24.60525814640574,58.18127245350078,MAT-7378,Enhanced,WH-B-45
BATCH-005622,B619667,SUPP-026,PART-020,3918,2024-03-25T00:00:00,0.8627,5225.447,2.883,56,12679105.45,False,none,evening,OP-017,20.99756153567229,66.95806155564148,MAT-5482,Standard,WH-B-01
BATCH-005623,B966467,SUPP-026,PART-020,3039,2024-03-25T00:00:00,0.8844,5190.862,1.051,52,10087442.23,False,none,evening,OP-098,22.429675513255468,55.628292614314944,MAT-3742,Standard,WH-A-06
BATCH-005624,B357467,SUPP-026,PART-020,1962,2022-11-08T00:00:00,0.8372,5218.414,0.879,45,6515313.86,False,none,day,OP-095,22.419824947308022,51.06073925983647,MAT-6176,Standard,WH-A-13
