vin,model,segment,color,trim_level,engine_type,assembly_date,assembly_shift,assembly_line,target_market,planned_delivery_date,msrp_usd,production_sequence,quality_gate_passed
VIN105596,CityHatch-C5,Compact,White,Sport,ICE,2024-03-27T00:00:00,night,Line_1,Domestic,2024-04-20T00:00:00,38573,5596,True
VIN105597,SportSedan-S2,Mid-size,Gray,Base,ICE,2024-05-09T00:00:00,evening,Line_1,Premium Export,2024-05-30T00:00:00,86552,5597,True
VIN105598,EcoSedan-X1,Compact,White,Premium,ICE,2024-05-17T00:00:00,night,Line_1,Export,2024-06-19T00:00:00,76717,5598,False
VIN105599,EcoSedan-X1,Compact,Black,Luxury,ICE,2024-07-18T00:00:00,day,Line_1,Export,2024-08-05T00:00:00,78675,5599,True
VIN105600,SportSedan-S2,Mid-size,Black,Luxury,Hybrid,2024-10-30T00:00:00,day,Line_2,Premium Export,2024-11-25T00:00:00,90999,5600,True
VIN105601,CityHatch-C5,Compact,White,Sport,Electric,2024-10-06T00:00:00,night,Line_1,Domestic,2024-11-17T00:00:00,43261,5601,False
VIN105602,EcoSedan-X1,Compact,Black,Base,ICE,2024-09-20T00:00:00,evening,Line_1,Export,2024-10-31T00:00:00,83618,5602,True
VIN105603,CityHatch-C5,Compact,Silver,Premium,ICE,2024-12-04T00:00:00,evening,Line_2,Domestic,2025-01-12T00:00:00,56207,5603,True
VIN105604,CityHatch-C5,Compact,Black,Premium,Hybrid,2024-08-01T00:00:00,day,Line_2,Domestic,2024-08-19T00:00:00,86403,5604,True
VIN105605,FamilySUV-M3,SUV,White,Luxury,Hybrid,2024-07-25T00:00:00,evening,Line_1,Export,2024-08-10T00:00:00,96795,5605,True
VIN105606,CityHatch-C5,Compact,Gray,Luxury,ICE,2024-03-01T00:00:00,evening,Line_2,Domestic,2024-03-25T00:00:00,50625,5606,True
VIN105607,CityHatch-C5,Compact,Black,Sport,ICE,2024-03-23T00:00:00,evening,Line_2,Domestic,2024-04-17T00:00:00,84950,5607,False
VIN105608,FamilySUV-M3,SUV,White,Premium,ICE,2024-05-02T00:00:00,evening,Line_2,Domestic,2024-06-05T00:00:00,45330,5608,True
VIN105609,SportSedan-S2,Mid-size,Black,Sport,Hybrid,2024-06-02T00:00:00,day,Line_2,Domestic,2024-06-29T00:00:00,83462,5609,False
VIN105610,EcoSedan-X1,Compact,Gray,Base,ICE,2024-01-13T00:00:00,day,Line_1,Domestic,2024-02-10T00:00:00,46948,5610,False
VIN105611,EcoSedan-X1,Compact,Brown,Base,ICE,2024-12-20T00:00:00,night,Line_1,Export,2025-01-14T00:00:00,46915,5611,True
VIN105612,CityHatch-C5,Compact,White,Base,Electric,2024-06-24T00:00:00,night,Line_1,Domestic,2024-08-02T00:00:00,39829,5612,True
VIN105613,EcoSedan-X1,Compact,Red,Base,ICE,2024-02-08T00:00:00,evening,Line_1,Domestic,2024-03-10T00:00:00,73823,5613,True
VIN105614,LuxurySUV-L4,Premium SUV,Brown,Sport,ICE,2024-09-09T00:00:00,day,Line_1,Premium Export,2024-09-26T00:00:00,81793,5614,True
VIN105615,EcoSedan-X1,Compact,Blue,Premium,ICE,2024-12-04T00:00:00,day,Line_2,Domestic,2024-12-19T00:00:00,76270,5615,True
VIN105616,LuxurySUV-L4,Premium SUV,Black,Base,ICE,2024-04-21T00:00:00,day,Line_2,Premium Export,2024-05-21T00:00:00,129431,5616,True
VIN105617,CityHatch-C5,Compact,Black,Luxury,ICE,2024-04-24T00:00:00,evening,Line_2,Domestic,2024-06-06T00:00:00,82190,5617,True
VIN105618,EcoSedan-X1,Compact,White,Base,ICE,2024-02-03T00:00:00,night,Line_1,Export,2024-02-18T00:00:00,86173,5618,True
VIN105619,FamilySUV-M3,SUV,Silver,Base,ICE,2024-04-21T00:00:00,night,Line_2,Domestic,2024-05-29T00:00:00,48120,5619,False
VIN105620,EcoSedan-X1,Compact,Silver,Base,ICE,2024-05-19T00:00:00,day,Line_2,Domestic,2024-06-11T00:00:00,61577,5620,True
VIN105621,WorkTruck-T6,Commercial,Silver,Premium,ICE,2024-02-19T00:00:00,evening,Line_1,Domestic,2024-03-17T00:00:00,94672,5621,True
VIN105622,EcoSedan-X1,Compact,Red,Sport,ICE,2024-02-16T00:00:00,evening,Line_1,Domestic,2024-03-17T00:00:00,55920,5622,False
VIN105623,FamilySUV-M3,SUV,Gray,Sport,Hybrid,2024-10-08T00:00:00,night,Line_1,Domestic,2024-10-28T00:00:00,51626,5623,True
VIN105624,SportSedan-S2,Mid-size,Black,Luxury,Hybrid,2024-06-21T00:00:00,night,Line_2,Domestic,2024-07-08T00:00:00,65864,5624,True
VIN105625,SportSedan-S2,Mid-size,White,Base,ICE,2024-10-31T00:00:00,night,Line_1,Premium Export,2024-11-19T00:00:00,51336,5625,True
VIN105626,FamilySUV-M3,SUV,Gray,Base,ICE,2024-11-11T00:00:00,night,Line_2,Export,2024-12-03T00:00:00,72438,5626,True
VIN105627,WorkTruck-T6,Commercial,Black,Base,ICE,2024-04-20T00:00:00,evening,Line_2,Domestic,2024-05-08T00:00:00,92489,5627,True
VIN105628,EcoSedan-X1,Compact,Blue,Sport,Electric,2024-02-16T00:00:00,night,Line_1,Export,2024-03-24T00:00:00,50486,5628,True
VIN105629,FamilySUV-M3,SUV,Blue,Base,ICE,2024-04-19T00:00:00,evening,Line_1,Export,2024-05-27T00:00:00,58870,5629,True
VIN105630,FamilySUV-M3,SUV,Red,Base,Hybrid,2024-08-02T00:00:00,evening,Line_2,Export,2024-08-30T00:00:00,60065,5630,True
VIN105631,EcoSedan-X1,Compact,Blue,Sport,ICE,2024-11-07T00:00:00,evening,Line_2,Export,2024-11-22T00:00:00,90734,5631,True
VIN105632,EcoSedan-X1,Compact,White,Sport,ICE,2024-03-07T00:00:00,night,Line_1,Export,2024-04-01T00:00:00,77547,5632,True
VIN105633,CityHatch-C5,Compact,Red,Sport,ICE,2024-09-15T00:00:00,evening,Line_1,Domestic,2024-10-05T00:00:00,77495,5633,True
VIN105634,CityHatch-C5,Compact,Red,Base,Hybrid,2024-08-28T00:00:00,day,Line_1,Domestic,2024-10-09T00:00:00,59707,5634,True
VIN105635,EcoSedan-X1,Compact,Black,Base,Hybrid,2024-10-17T00:00:00,evening,Line_2,Domestic,2024-11-22T00:00:00,79976,5635,True
VIN105636,EcoSedan-X1,Compact,White,Base,ICE,2024-03-23T00:00:00,night,Line_2,Export,2024-04-10T00:00:00,101552,5636,True
VIN105637,EcoSedan-X1,Compact,Black,Premium,Electric,2024-02-01T00:00:00,evening,Line_1,Domestic,2024-02-22T00:00:00,74302,5637,True
VIN105638,EcoSedan-X1,Compact,Blue,Sport,Hybrid,2024-02-22T00:00:00,night,Line_1,Domestic,2024-03-13T00:00:00,95466,5638,True
VIN105639,CityHatch-C5,Compact,Red,Sport,Hybrid,2024-01-29T00:00:00,evening,Line_1,Domestic,2024-03-08T00:00:00,35714,5639,True
VIN105640,SportSedan-S2,Mid-size,White,Luxury,ICE,2024-09-29T00:00:00,night,Line_2,Domestic,2024-10-15T00:00:00,101761,5640,True
VIN105641,FamilySUV-M3,SUV,White,Base,ICE,2024-06-21T00:00:00,night,Line_1,Export,2024-07-25T00:00:00,85692,5641,True
VIN105642,FamilySUV-M3,SUV,Brown,Base,ICE,2024-04-17T00:00:00,night,Line_2,Domestic,2024-05-16T00:00:00,89954,5642,True
VIN105643,FamilySUV-M3,SUV,Black,Sport,Hybrid,2024-01-16T00:00:00,evening,Line_1,Domestic,2024-02-03T00:00:00,89988,5643,False
VIN105644,EcoSedan-X1,Compact,Silver,Base,ICE,2024-07-01T00:00:00,evening,Line_2,Export,2024-08-09T00:00:00,87666,5644,True
VIN105645,FamilySUV-M3,SUV,Black,Sport,ICE,2024-01-20T00:00:00,evening,Line_2,Domestic,2024-02-14T00:00:00,88634,5645,True
VIN105646,CityHatch-C5,Compact,White,Sport,Hybrid,2024-11-08T00:00:00,day,Line_1,Domestic,2024-12-16T00:00:00,83220,5646,True
VIN105647,EcoSedan-X1,Compact,White,Base,Electric,2024-11-19T00:00:00,day,Line_1,Domestic,2024-12-08T00:00:00,95038,5647,True
VIN105648,CityHatch-C5,Compact,White,Base,ICE,2024-09-05T00:00:00,day,Line_1,Domestic,2024-09-23T00:00:00,69792,5648,True
VIN105649,FamilySUV-M3,SUV,Gray,Base,ICE,2024-03-04T00:00:00,day,Line_2,Domestic,2024-04-03T00:00:00,48473,5649,True
VIN105650,WorkTruck-T6,Commercial,Gray,Luxury,Hybrid,2024-10-25T00:00:00,night,Line_2,Domestic,2024-11-12T00:00:00,95285,5650,True
VIN105651,CityHatch-C5,Compact,White,Sport,Electric,2024-02-11T00:00:00,day,Line_2,Domestic,2024-03-13T00:00:00,44069,5651,True
VIN105652,SportSedan-S2,Mid-size,Gray,Luxury,ICE,2024-11-02T00:00:00,night,Line_1,Domestic,2024-11-17T00:00:00,101065,5652,True
VIN105653,FamilySUV-M3,SUV,White,Premium,ICE,2024-12-28T00:00:00,day,Line_2,Export,2025-01-22T00:00:00,114726,5653,True
VIN105654,SportSedan-S2,Mid-size,Gray,Luxury,Hybrid,2024-03-13T00:00:00,day,Line_1,Premium Export,2024-03-28T00:00:00,79326,5654,False
VIN105655,LuxurySUV-L4,Premium SUV,Red,Sport,ICE,2024-02-19T00:00:00,evening,Line_2,Premium Export,2024-03-13T00:00:00,120934,5655,True
VIN105656,SportSedan-S2,Mid-size,Black,Sport,ICE,2024-04-03T00:00:00,day,Line_2,Domestic,2024-05-02T00:00:00,75043,5656,True
VIN105657,LuxurySUV-L4,Premium SUV,White,Premium,ICE,2024-09-14T00:00:00,night,Line_2,Premium Export,2024-10-05T00:00:00,77923,5657,True
VIN105658,FamilySUV-M3,SUV,Black,Base,ICE,2024-04-21T00:00:00,night,Line_2,Export,2024-05-14T00:00:00,97244,5658,True
VIN105659,EcoSedan-X1,Compact,Gray,Sport,ICE,2024-02-06T00:00:00,day,Line_1,Domestic,2024-02-24T00:00:00,60099,5659,True
VIN105660,FamilySUV-M3,SUV,Black,Luxury,Hybrid,2024-01-05T00:00:00,night,Line_1,Domestic,2024-01-25T00:00:00,94998,5660,True
VIN105661,FamilySUV-M3,SUV,Silver,Base,ICE,2024-03-20T00:00:00,night,Line_2,Export,2024-04-24T00:00:00,67554,5661,True
VIN105662,FamilySUV-M3,SUV,Red,Base,ICE,2024-07-04T00:00:00,day,Line_2,Domestic,2024-08-08T00:00:00,78037,5662,True
VIN105663,FamilySUV-M3,SUV,White,Sport,ICE,2024-03-28T00:00:00,night,Line_1,Domestic,2024-04-22T00:00:00,57367,5663,True
VIN105664,SportSedan-S2,Mid-size,Black,Base,ICE,2024-11-14T00:00:00,evening,Line_2,Domestic,2024-12-26T00:00:00,48926,5664,True
VIN105665,WorkTruck-T6,Commercial,Brown,Base,Hybrid,2024-02-08T00:00:00,day,Line_1,Commercial Export,2024-03-16T00:00:00,90544,5665,True
VIN105666,WorkTruck-T6,Commercial,Other,Sport,ICE,2024-09-24T00:00:00,day,Line_1,Commercial Export,2024-10-12T00:00:00,96526,5666,True
VIN105667,FamilySUV-M3,SUV,Gray,Sport,Hybrid,2024-04-19T00:00:00,day,Line_1,Domestic,2024-05-17T00:00:00,45544,5667,True
VIN105668,WorkTruck-T6,Commercial,Red,Luxury,Hybrid,2024-08-08T00:00:00,evening,Line_2,Domestic,2024-08-22T00:00:00,75539,5668,True
VIN105669,SportSedan-S2,Mid-size,Blue,Luxury,ICE,2024-03-15T00:00:00,evening,Line_2,Premium Export,2024-04-02T00:00:00,54374,5669,True
VIN105670,SportSedan-S2,Mid-size,Black,Premium,ICE,2024-02-18T00:00:00,night,Line_2,Domestic,2024-03-08T00:00:00,64067,5670,False
VIN105671,EcoSedan-X1,Compact,White,Base,ICE,2024-11-30T00:00:00,night,Line_2,Export,2024-12-31T00:00:00,45145,5671,True
VIN105672,CityHatch-C5,Compact,Brown,Luxury,Hybrid,2024-10-03T00:00:00,day,Line_2,Domestic,2024-10-27T00:00:00,58587,5672,True
VIN105673,CityHatch-C5,Compact,Silver,Base,Hybrid,2024-08-21T00:00:00,evening,Line_2,Domestic,2024-09-21T00:00:00,48072,5673,True
VIN105674,CityHatch-C5,Compact,Silver,Base,Hybrid,2024-07-15T00:00:00,evening,Line_2,Domestic,2024-08-20T00:00:00,78765,5674,True
VIN105675,SportSedan-S2,Mid-size,Black,Base,Hybrid,2024-10-31T00:00:00,day,Line_2,Premium Export,2024-12-01T00:00:00,86501,5675,True
VIN105676,SportSedan-S2,Mid-size,Gray,Premium,Hybrid,2024-04-05T00:00:00,day,Line_2,Domestic,2024-05-15T00:00:00,116992,5676,True
VIN105677,FamilySUV-M3,SUV,Blue,Base,Hybrid,2024-06-27T00:00:00,day,Line_1,Export,2024-08-02T00:00:00,102885,5677,True
VIN105678,WorkTruck-T6,Commercial,White,Luxury,ICE,2024-11-22T00:00:00,night,Line_2,Commercial Export,2024-12-23T00:00:00,89371,5678,True
VIN105679,FamilySUV-M3,SUV,Green,Sport,ICE,2024-06-08T00:00:00,day,Line_1,Export,2024-06-23T00:00:00,100757,5679,True
VIN105680,CityHatch-C5,Compact,White,Base,Hybrid,2024-03-01T00:00:00,night,Line_1,Domestic,2024-03-23T00:00:00,78403,5680,True
VIN105681,CityHatch-C5,Compact,Silver,Sport,ICE,2024-10-24T00:00:00,evening,Line_2,Domestic,2024-11-24T00:00:00,47027,5681,True
VIN105682,SportSedan-S2,Mid-size,Black,Base,Hybrid,2024-11-17T00:00:00,day,Line_1,Premium Export,2024-12-11T00:00:00,63742,5682,True
VIN105683,SportSedan-S2,Mid-size,Red,Luxury,ICE,2024-03-18T00:00:00,evening,Line_2,Premium Export,2024-04-29T00:00:00,83367,5683,True
VIN105684,CityHatch-C5,Compact,Blue,Base,Hybrid,2024-07-30T00:00:00,night,Line_1,Domestic,2024-09-11T00:00:00,85155,5684,True
VIN105685,EcoSedan-X1,Compact,Silver,Sport,ICE,2024-08-13T00:00:00,night,Line_2,Domestic,2024-08-29T00:00:00,56733,5685,True
VIN105686,FamilySUV-M3,SUV,Red,Premium,Electric,2024-02-16T00:00:00,night,Line_1,Export,2024-03-25T00:00:00,77169,5686,True
VIN105687,FamilySUV-M3,SUV,Blue,Base,Hybrid,2024-06-27T00:00:00,evening,Line_2,Export,2024-07-24T00:00:00,79018,5687,True
VIN105688,EcoSedan-X1,Compact,Red,Base,ICE,2024-10-04T00:00:00,night,Line_2,Domestic,2024-11-15T00:00:00,94481,5688,True
VIN105689,LuxurySUV-L4,Premium SUV,Silver,Base,ICE,2024-01-04T00:00:00,night,Line_2,Premium Export,2024-02-03T00:00:00,72171,5689,True
VIN105690,FamilySUV-M3,SUV,Black,Luxury,ICE,2024-04-03T00:00:00,night,Line_1,Export,2024-05-12T00:00:00,111252,5690,True
VIN105691,EcoSedan-X1,Compact,Black,Sport,Hybrid,2024-01-12T00:00:00,day,Line_1,Domestic,2024-01-27T00:00:00,57567,5691,True
VIN105692,CityHatch-C5,Compact,Black,Base,ICE,2024-12-02T00:00:00,night,Line_1,Domestic,2024-12-22T00:00:00,77834,5692,True
VIN105693,CityHatch-C5,Compact,White,Base,ICE,2024-11-19T00:00:00,evening,Line_2,Domestic,2024-12-23T00:00:00,66089,5693,True
VIN105694,SportSedan-S2,Mid-size,Red,Premium,ICE,2024-03-02T00:00:00,day,Line_1,Premium Export,2024-03-24T00:00:00,56266,5694,True
VIN105695,FamilySUV-M3,SUV,Red,Base,ICE,2024-07-28T00:00:00,evening,Line_1,Export,2024-08-31T00:00:00,102551,5695,True
VIN105696,WorkTruck-T6,Commercial,Silver,Sport,ICE,2024-09-22T00:00:00,night,Line_2,Domestic,2024-10-06T00:00:00,58736,5696,True
VIN105697,LuxurySUV-L4,Premium SUV,Silver,Sport,ICE,2024-12-04T00:00:00,day,Line_2,Premium Export,2025-01-10T00:00:00,108952,5697,True
VIN105698,FamilySUV-M3,SUV,Red,Premium,ICE,2024-10-11T00:00:00,evening,Line_2,Domestic,2024-10-28T00:00:00,106818,5698,True
VIN105699,CityHatch-C5,Compact,White,Premium,ICE,2024-09-16T00:00:00,night,Line_2,Domestic,2024-10-19T00:00:00,36256,5699,True
VIN105700,EcoSedan-X1,Compact,Blue,Base,ICE,2024-05-27T00:00:00,evening,Line_2,Export,2024-06-21T00:00:00,78256,5700,True
VIN105701,CityHatch-C5,Compact,Red,Base,Hybrid,2024-02-29T00:00:00,night,Line_1,Domestic,2024-03-14T00:00:00,51399,5701,True
VIN105702,EcoSedan-X1,Compact,Silver,Premium,Hybrid,2024-03-01T00:00:00,day,Line_1,Export,2024-04-06T00:00:00,99553,5702,True
VIN105703,EcoSedan-X1,Compact,Blue,Luxury,ICE,2024-08-18T00:00:00,evening,Line_2,Export,2024-09-07T00:00:00,62477,5703,True
VIN105704,FamilySUV-M3,SUV,Other,Sport,ICE,2024-07-09T00:00:00,night,Line_2,Domestic,2024-08-10T00:00:00,52702,5704,True
VIN105705,CityHatch-C5,Compact,Gray,Base,ICE,2024-12-13T00:00:00,day,Line_2,Domestic,2025-01-12T00:00:00,43115,5705,True
VIN105706,FamilySUV-M3,SUV,White,Base,ICE,2024-09-25T00:00:00,day,Line_2,Domestic,2024-10-15T00:00:00,99063,5706,True
VIN105707,CityHatch-C5,Compact,Gray,Base,Hybrid,2024-09-22T00:00:00,night,Line_2,Domestic,2024-10-24T00:00:00,70189,5707,True
VIN105708,CityHatch-C5,Compact,Black,Base,ICE,2024-01-09T00:00:00,evening,Line_1,Domestic,2024-02-13T00:00:00,62412,5708,True
VIN105709,CityHatch-C5,Compact,Silver,Luxury,ICE,2024-05-07T00:00:00,evening,Line_1,Domestic,2024-05-27T00:00:00,48537,5709,True
VIN105710,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-07-22T00:00:00,evening,Line_1,Domestic,2024-08-13T00:00:00,54247,5710,True
VIN105711,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-01-08T00:00:00,evening,Line_1,Domestic,2024-01-30T00:00:00,105611,5711,True
VIN105712,WorkTruck-T6,Commercial,Silver,Luxury,ICE,2024-07-14T00:00:00,evening,Line_2,Commercial Export,2024-08-26T00:00:00,48850,5712,True
VIN105713,FamilySUV-M3,SUV,Silver,Base,ICE,2024-11-08T00:00:00,day,Line_1,Domestic,2024-12-12T00:00:00,90986,5713,True
VIN105714,FamilySUV-M3,SUV,Black,Luxury,Electric,2024-07-17T00:00:00,night,Line_2,Export,2024-08-24T00:00:00,93325,5714,True
VIN105715,LuxurySUV-L4,Premium SUV,Silver,Sport,ICE,2024-05-24T00:00:00,night,Line_2,Premium Export,2024-06-30T00:00:00,64765,5715,True
VIN105716,FamilySUV-M3,SUV,Red,Sport,ICE,2024-09-24T00:00:00,night,Line_1,Domestic,2024-10-30T00:00:00,62737,5716,True
VIN105717,SportSedan-S2,Mid-size,Black,Premium,Electric,2024-02-19T00:00:00,day,Line_2,Premium Export,2024-03-04T00:00:00,104420,5717,True
VIN105718,FamilySUV-M3,SUV,White,Base,ICE,2024-10-12T00:00:00,evening,Line_1,Export,2024-11-21T00:00:00,86950,5718,True
VIN105719,EcoSedan-X1,Compact,White,Base,ICE,2024-10-04T00:00:00,evening,Line_1,Export,2024-11-13T00:00:00,77645,5719,True
VIN105720,WorkTruck-T6,Commercial,Black,Luxury,ICE,2024-04-05T00:00:00,night,Line_1,Domestic,2024-05-05T00:00:00,102176,5720,True
VIN105721,FamilySUV-M3,SUV,Blue,Base,ICE,2024-10-21T00:00:00,day,Line_1,Domestic,2024-11-28T00:00:00,116126,5721,True
VIN105722,CityHatch-C5,Compact,Silver,Luxury,ICE,2024-03-07T00:00:00,evening,Line_1,Domestic,2024-03-29T00:00:00,57972,5722,True
VIN105723,FamilySUV-M3,SUV,White,Luxury,ICE,2024-04-10T00:00:00,day,Line_2,Export,2024-05-23T00:00:00,46658,5723,True
VIN105724,FamilySUV-M3,SUV,Black,Sport,ICE,2024-11-19T00:00:00,night,Line_2,Domestic,2024-12-21T00:00:00,114913,5724,True
VIN105725,SportSedan-S2,Mid-size,Blue,Luxury,ICE,2024-06-26T00:00:00,evening,Line_2,Premium Export,2024-07-30T00:00:00,114157,5725,True
VIN105726,SportSedan-S2,Mid-size,Silver,Luxury,ICE,2024-05-20T00:00:00,day,Line_2,Premium Export,2024-06-13T00:00:00,97702,5726,True
VIN105727,LuxurySUV-L4,Premium SUV,Red,Luxury,Hybrid,2024-06-16T00:00:00,day,Line_2,Premium Export,2024-07-04T00:00:00,52946,5727,True
VIN105728,FamilySUV-M3,SUV,Black,Base,Electric,2024-07-28T00:00:00,night,Line_1,Domestic,2024-08-20T00:00:00,97653,5728,True
VIN105729,SportSedan-S2,Mid-size,Red,Base,Hybrid,2024-01-18T00:00:00,day,Line_2,Premium Export,2024-02-20T00:00:00,63923,5729,True
VIN105730,FamilySUV-M3,SUV,White,Sport,ICE,2024-12-23T00:00:00,day,Line_1,Domestic,2025-01-14T00:00:00,81333,5730,True
VIN105731,SportSedan-S2,Mid-size,Blue,Luxury,ICE,2024-12-06T00:00:00,night,Line_1,Premium Export,2024-12-21T00:00:00,64343,5731,True
VIN105732,SportSedan-S2,Mid-size,Red,Premium,ICE,2024-06-24T00:00:00,day,Line_1,Premium Export,2024-07-19T00:00:00,73080,5732,True
VIN105733,EcoSedan-X1,Compact,Blue,Luxury,ICE,2024-10-20T00:00:00,night,Line_1,Domestic,2024-11-26T00:00:00,90293,5733,True
VIN105734,LuxurySUV-L4,Premium SUV,Black,Base,ICE,2024-05-13T00:00:00,evening,Line_1,Premium Export,2024-06-04T00:00:00,103166,5734,True
VIN105735,SportSedan-S2,Mid-size,Blue,Premium,Hybrid,2024-11-11T00:00:00,day,Line_2,Domestic,2024-12-07T00:00:00,89015,5735,True
VIN105736,FamilySUV-M3,SUV,Black,Luxury,ICE,2024-04-13T00:00:00,day,Line_1,Domestic,2024-05-14T00:00:00,85289,5736,True
VIN105737,WorkTruck-T6,Commercial,White,Luxury,ICE,2024-01-31T00:00:00,day,Line_1,Domestic,2024-02-28T00:00:00,81599,5737,True
VIN105738,WorkTruck-T6,Commercial,Silver,Premium,ICE,2024-09-20T00:00:00,night,Line_1,Commercial Export,2024-10-27T00:00:00,84096,5738,True
VIN105739,EcoSedan-X1,Compact,Silver,Luxury,ICE,2024-07-26T00:00:00,evening,Line_1,Export,2024-08-19T00:00:00,65096,5739,True
VIN105740,EcoSedan-X1,Compact,Black,Base,Hybrid,2024-12-24T00:00:00,day,Line_1,Domestic,2025-01-12T00:00:00,87348,5740,True
VIN105741,CityHatch-C5,Compact,Black,Base,ICE,2024-02-09T00:00:00,night,Line_2,Domestic,2024-03-09T00:00:00,73353,5741,True
VIN105742,LuxurySUV-L4,Premium SUV,Gray,Base,Hybrid,2024-08-31T00:00:00,day,Line_1,Premium Export,2024-09-29T00:00:00,108423,5742,True
VIN105743,EcoSedan-X1,Compact,White,Premium,ICE,2024-07-14T00:00:00,evening,Line_1,Export,2024-08-01T00:00:00,50056,5743,True
VIN105744,SportSedan-S2,Mid-size,White,Sport,Hybrid,2024-11-09T00:00:00,evening,Line_2,Premium Export,2024-12-15T00:00:00,92852,5744,True
VIN105745,FamilySUV-M3,SUV,Silver,Base,Hybrid,2024-09-23T00:00:00,night,Line_2,Export,2024-11-01T00:00:00,91291,5745,False
VIN105746,FamilySUV-M3,SUV,Black,Base,ICE,2024-03-26T00:00:00,day,Line_1,Export,2024-04-18T00:00:00,80452,5746,True
VIN105747,FamilySUV-M3,SUV,Black,Premium,ICE,2024-07-15T00:00:00,day,Line_2,Domestic,2024-08-27T00:00:00,50339,5747,True
VIN105748,EcoSedan-X1,Compact,White,Sport,ICE,2024-05-22T00:00:00,night,Line_1,Domestic,2024-07-04T00:00:00,44691,5748,True
VIN105749,EcoSedan-X1,Compact,Silver,Luxury,ICE,2024-11-24T00:00:00,evening,Line_1,Domestic,2024-12-25T00:00:00,41093,5749,True
VIN105750,SportSedan-S2,Mid-size,White,Base,ICE,2024-05-12T00:00:00,day,Line_2,Premium Export,2024-06-20T00:00:00,100086,5750,True
VIN105751,EcoSedan-X1,Compact,Black,Base,Hybrid,2024-08-16T00:00:00,evening,Line_2,Domestic,2024-09-24T00:00:00,68368,5751,True
VIN105752,CityHatch-C5,Compact,Gray,Base,ICE,2024-03-05T00:00:00,night,Line_1,Domestic,2024-04-02T00:00:00,73261,5752,True
VIN105753,CityHatch-C5,Compact,Black,Sport,ICE,2024-09-17T00:00:00,day,Line_2,Domestic,2024-10-02T00:00:00,44865,5753,True
VIN105754,FamilySUV-M3,SUV,White,Base,ICE,2024-11-10T00:00:00,night,Line_1,Domestic,2024-12-15T00:00:00,94409,5754,True
VIN105755,EcoSedan-X1,Compact,Black,Sport,Hybrid,2024-10-21T00:00:00,day,Line_2,Export,2024-12-03T00:00:00,80125,5755,True
VIN105756,FamilySUV-M3,SUV,Blue,Sport,Hybrid,2024-12-27T00:00:00,night,Line_1,Export,2025-02-06T00:00:00,98408,5756,True
VIN105757,CityHatch-C5,Compact,Silver,Base,ICE,2024-02-21T00:00:00,night,Line_1,Domestic,2024-03-27T00:00:00,58720,5757,True
VIN105758,FamilySUV-M3,SUV,Silver,Base,ICE,2024-03-31T00:00:00,night,Line_1,Export,2024-04-27T00:00:00,111159,5758,True
VIN105759,CityHatch-C5,Compact,White,Base,Electric,2024-02-17T00:00:00,night,Line_1,Domestic,2024-03-22T00:00:00,38064,5759,True
VIN105760,WorkTruck-T6,Commercial,Gray,Luxury,ICE,2024-12-21T00:00:00,day,Line_1,Domestic,2025-01-05T00:00:00,100310,5760,True
VIN105761,LuxurySUV-L4,Premium SUV,Silver,Premium,ICE,2024-05-15T00:00:00,evening,Line_1,Premium Export,2024-06-01T00:00:00,98508,5761,True
VIN105762,SportSedan-S2,Mid-size,Blue,Sport,Hybrid,2024-10-04T00:00:00,night,Line_1,Domestic,2024-11-06T00:00:00,55192,5762,True
VIN105763,EcoSedan-X1,Compact,White,Sport,ICE,2024-06-15T00:00:00,night,Line_1,Export,2024-07-07T00:00:00,102170,5763,True
VIN105764,SportSedan-S2,Mid-size,Silver,Base,ICE,2024-03-28T00:00:00,evening,Line_1,Domestic,2024-04-30T00:00:00,82452,5764,True
VIN105765,EcoSedan-X1,Compact,Brown,Luxury,Hybrid,2024-01-30T00:00:00,evening,Line_1,Domestic,2024-02-21T00:00:00,62913,5765,True
VIN105766,FamilySUV-M3,SUV,White,Luxury,ICE,2024-12-14T00:00:00,evening,Line_1,Export,2024-12-30T00:00:00,92586,5766,True
VIN105767,WorkTruck-T6,Commercial,Black,Premium,Hybrid,2024-09-10T00:00:00,day,Line_2,Commercial Export,2024-10-03T00:00:00,58181,5767,True
VIN105768,EcoSedan-X1,Compact,Black,Sport,ICE,2024-12-01T00:00:00,night,Line_1,Export,2024-12-28T00:00:00,99358,5768,False
VIN105769,SportSedan-S2,Mid-size,Brown,Sport,ICE,2024-12-25T00:00:00,evening,Line_1,Domestic,2025-01-23T00:00:00,65558,5769,True
VIN105770,FamilySUV-M3,SUV,Black,Luxury,Hybrid,2024-12-22T00:00:00,evening,Line_1,Domestic,2025-01-12T00:00:00,93222,5770,True
VIN105771,EcoSedan-X1,Compact,Gray,Sport,Hybrid,2024-04-29T00:00:00,night,Line_1,Domestic,2024-05-31T00:00:00,50772,5771,True
VIN105772,EcoSedan-X1,Compact,Silver,Base,Hybrid,2024-11-17T00:00:00,night,Line_2,Export,2024-12-02T00:00:00,84748,5772,True
VIN105773,SportSedan-S2,Mid-size,Red,Base,ICE,2024-02-21T00:00:00,day,Line_1,Domestic,2024-03-22T00:00:00,90629,5773,True
